Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2018-01-02,1053.02001953125,1075.97998046875,1053.02001953125,1073.2099609375,1588300,0,0
2018-01-03,1073.9300537109375,1096.0999755859375,1073.4300537109375,1091.52001953125,1565900,0,0
2018-01-04,1097.0899658203125,1104.0799560546875,1094.260009765625,1095.760009765625,1302600,0,0
2018-01-05,1103.449951171875,1113.5799560546875,1101.800048828125,1110.2900390625,1512500,0,0
2018-01-08,1111.0,1119.1600341796875,1110.0,1114.2099609375,1232200,0,0
2018-01-09,1118.43994140625,1118.43994140625,1108.199951171875,1112.7900390625,1340400,0,0
2018-01-10,1107.0,1112.780029296875,1103.97998046875,1110.1400146484375,1036700,0,0
2018-01-11,1112.31005859375,1114.8499755859375,1106.47998046875,1112.050048828125,1121200,0,0
2018-01-12,1110.0999755859375,1131.300048828125,1108.010009765625,1130.6500244140625,1929300,0,0
2018-01-16,1140.31005859375,1148.8800048828125,1126.6600341796875,1130.699951171875,1823100,0,0
2018-01-17,1136.3599853515625,1139.3199462890625,1123.489990234375,1139.0999755859375,1391500,0,0
2018-01-18,1139.3499755859375,1140.5899658203125,1124.4599609375,1135.969970703125,1374900,0,0
2018-01-19,1138.030029296875,1143.780029296875,1132.5,1143.5,1527600,0,0
2018-01-22,1143.8199462890625,1166.8800048828125,1141.8199462890625,1164.1600341796875,1477500,0,0
2018-01-23,1170.6199951171875,1178.510009765625,1167.25,1176.1700439453125,1956900,0,0
2018-01-24,1184.97998046875,1187.050048828125,1167.4000244140625,1171.2900390625,1856400,0,0
2018-01-25,1180.7099609375,1185.0,1171.8399658203125,1182.1400146484375,1499200,0,0
2018-01-26,1187.530029296875,1187.56005859375,1168.030029296875,1187.56005859375,2108500,0,0
2018-01-29,1188.0,1198.0,1184.06005859375,1186.47998046875,1574700,0,0
2018-01-30,1177.719970703125,1187.9300537109375,1174.510009765625,1177.3699951171875,1866900,0,0
2018-01-31,1183.81005859375,1186.3199462890625,1172.0999755859375,1182.219970703125,1801100,0,0
2018-02-01,1175.989990234375,1187.449951171875,1169.3599853515625,1181.5899658203125,3675700,0,0
2018-02-02,1127.4200439453125,1131.300048828125,1111.1700439453125,1119.199951171875,5892100,0,0
2018-02-05,1100.6099853515625,1114.989990234375,1056.739990234375,1062.3900146484375,4177500,0,0
2018-02-06,1033.97998046875,1087.3800048828125,1030.010009765625,1084.4300537109375,3831500,0,0
2018-02-07,1084.969970703125,1086.530029296875,1054.6199951171875,1055.4100341796875,2597100,0,0
2018-02-08,1059.8699951171875,1063.9300537109375,1004.7000122070312,1007.7100219726562,3339600,0,0
2018-02-09,1025.8800048828125,1051.719970703125,997.0,1046.27001953125,4918000,0,0
2018-02-12,1056.6700439453125,1065.5699462890625,1045.489990234375,1054.56005859375,2812000,0,0
2018-02-13,1050.0,1061.219970703125,1046.9200439453125,1054.1400146484375,1579300,0,0
2018-02-14,1054.3199462890625,1075.469970703125,1049.800048828125,1072.699951171875,2065200,0,0
2018-02-15,1083.449951171875,1094.0999755859375,1067.22998046875,1091.3599853515625,1869800,0,0
